species,n_classes,support,accuracy,macro_precision,macro_recall,macro_f1,top5_recall
Double-crested Cormorant,2,106,0.8302,0.6075,0.8312,0.7009,0.9623
American Tree Sparrow,1,59,0.8305,0.8033,0.8305,0.8167,0.9153
Western Scrub-Jay,1,60,0.8333,0.7353,0.8333,0.7812,0.9500
Common Yellowthroat,2,120,0.8333,0.7668,0.8333,0.7980,0.9333
Red-eyed Vireo,1,60,0.8333,0.7042,0.8333,0.7634,0.9000
Wilson's Warbler,1,60,0.8333,0.7692,0.8333,0.8000,0.9667
Cedar Waxwing,1,54,0.8333,0.7895,0.8333,0.8108,0.8889
Wild Turkey,1,60,0.8333,0.8621,0.8333,0.8475,0.9167
Spotted Towhee,1,60,0.8333,0.7246,0.8333,0.7752,0.9333
American Oystercatcher,1,49,0.8367,0.9762,0.8367,0.9011,0.9184
Hooded Merganser,2,86,0.8372,0.8288,0.8107,0.8188,0.9767
Hermit Warbler,1,37,0.8378,0.8611,0.8378,0.8493,1.0000
Bufflehead,2,93,0.8387,0.7028,0.8273,0.7548,0.9355
Blue-winged Warbler,1,38,0.8421,0.8649,0.8421,0.8533,1.0000
Barn Swallow,1,57,0.8421,0.8136,0.8421,0.8276,0.9649
Purple Gallinule,2,51,0.8431,0.8063,0.6693,0.6932,0.9020
Common Gallinule,2,64,0.8438,0.8323,0.7129,0.7525,0.9688
Long-billed Curlew,1,53,0.8491,0.8491,0.8491,0.8491,0.9434
Barred Owl,1,60,0.8500,0.9107,0.8500,0.8793,0.9333
Yellow-throated Warbler,1,60,0.8500,0.8644,0.8500,0.8571,0.9167
Red-bellied Woodpecker,1,60,0.8500,0.7612,0.8500,0.8031,0.9667
Black Turnstone,1,47,0.8511,0.9524,0.8511,0.8989,0.9574
Greater Roadrunner,1,34,0.8529,0.9062,0.8529,0.8788,0.9706
Brown Pelican,1,34,0.8529,0.9062,0.8529,0.8788,1.0000
Veery,1,41,0.8537,0.8140,0.8537,0.8333,0.9512
Varied Thrush,1,56,0.8571,0.9057,0.8571,0.8807,0.8750
White Ibis,2,91,0.8571,0.8104,0.8096,0.7972,0.9451
Hooded Warbler,1,49,0.8571,0.8750,0.8571,0.8660,0.9592
Monk Parakeet,1,28,0.8571,0.9231,0.8571,0.8889,0.9643
Cactus Wren,1,43,0.8605,0.8043,0.8605,0.8315,0.9302
