species,n_classes,support,accuracy,macro_precision,macro_recall,macro_f1,top5_recall
Pyrrhuloxia,1,48,0.9167,0.9362,0.9167,0.9263,1.0000
Mute Swan,1,60,0.9167,0.8209,0.9167,0.8661,1.0000
Prairie Warbler,1,60,0.9167,0.7857,0.9167,0.8462,1.0000
Sandhill Crane,1,25,0.9200,0.9200,0.9200,0.9200,0.9600
American Redstart,2,119,0.9244,0.9242,0.9242,0.9242,0.9832
Wood Duck,2,106,0.9245,0.9633,0.9156,0.9371,0.9623
Great Crested Flycatcher,1,53,0.9245,0.9800,0.9245,0.9515,1.0000
American Goldfinch,2,120,0.9250,0.9089,0.9250,0.9166,0.9917
Cedar Waxwing,1,54,0.9259,0.9434,0.9259,0.9346,0.9630
Veery,1,41,0.9268,0.8636,0.9268,0.8941,1.0000
Painted Bunting,2,98,0.9286,0.8045,0.9146,0.8543,1.0000
Spotted Sandpiper,2,98,0.9286,0.9151,0.9289,0.9196,0.9898
Burrowing Owl,1,43,0.9302,0.9302,0.9302,0.9302,0.9767
Swallow-tailed Kite,1,29,0.9310,0.8438,0.9310,0.8852,0.9655
Bobolink,2,88,0.9318,0.9055,0.9273,0.9162,0.9773
Lark Sparrow,1,59,0.9322,0.8209,0.9322,0.8730,0.9831
Red-bellied Woodpecker,1,60,0.9333,0.8615,0.9333,0.8960,0.9833
Tricolored Heron,1,60,0.9333,0.8235,0.9333,0.8750,1.0000
Horned Lark,1,60,0.9333,0.9492,0.9333,0.9412,0.9667
Killdeer,1,60,0.9333,0.9492,0.9333,0.9412,0.9500
Barred Owl,1,60,0.9333,0.9492,0.9333,0.9412,1.0000
Great Egret,1,60,0.9333,0.8615,0.9333,0.8960,0.9667
Snowy Owl,1,46,0.9348,0.9773,0.9348,0.9556,0.9783
Prothonotary Warbler,1,46,0.9348,0.9149,0.9348,0.9247,0.9783
